"Table 2.7. Investment in Private Fixed Assets, Equipment, Structures, and Intellectual Property Products by Type",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,        Railroad equipment,0.2,0.2,0.3,0.2,0.3,0.4,0.5,0.2,0.2,0.3,0.2,0.4,0.6,0.3,0.2,0.5,0.8,1,0.6,0.6,0.3,0.3,0.7,0.5,0.4,0.4,0.3,0.3,0.4,0.4,0.1,0,0,0.1,0.1,0.2,0.4,0.1,0.2,0.3,0.4,0.4,0.3,0.3,0.3,0.4,0.6,1.1,1.1,0.9,1.2,1.1,1,0.6,0.7,0.9,1.3,0.6,0.6,0.9,0.6,0.9,1,1.4,1.7,2,1.8,1.3,1.8,1.5,1.6,1.5,1.8,2.4,2.8,2.4,2.9,3.9,5.7,5.6,3.5,2.2,1.5,2.2,2,1.7,1.4,2.2,3.3,3.4,3.2,2.9,3.4,4.6,5.2,5.3,5.8,6.7,7.5,7.1,5.4,4.7,4.4,4.9,7,8.4,9.1,9.4,6.3,6,8.5,12.7,14.1,17.3,18.1,13,11.9,11.5
26,      Other equipment,0.1,0.2,0.1,0.2,0.2,0.3,0.5,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.9,1.1,1.1,1.1,0.7,0.8,1.1,1,1.1,1.3,1.3,1.3,1.5,1.2,0.8,0.4,0.4,0.5,0.7,1,1.3,1,1,1.3,1.7,1.3,1,1.6,2.3,2.7,4.2,5.4,4.7,5.1,5.6,5.7,5.7,5.4,6.4,6.9,6.8,7,7.7,7.2,7.2,7.7,9.1,10.2,11.5,13.2,12.8,13.4,14.9,16.2,16.7,19.4,23.7,26.5,28.6,31.3,37.8,45.6,52.1,52.3,59.4,53.3,52,60,61.7,62.5,65.7,70.9,81.7,81.4,71.7,72.3,82.2,90.4,97.9,103.8,114.8,127.1,131.2,139.4,139.4,139.6,150.8,166.4,189.3,203.9,208.2,213.5,174.6,198.7,218,240.9,247.6,269,246.7,233.2,252.9,272.6
27,        Furniture and fixtures,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.3,0.5,0.7,0.7,0.6,0.7,0.9,0.9,0.9,1,1.2,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.6,1.8,1.9,2.2,2.3,2.3,2.7,2.7,2.6,3.4,3.9,3.9,3.7,4.2,5.6,6.9,8,9,10,11,12.2,14.5,15.7,16.7,18.4,18.8,21.6,21,18.9,20.7,21.2,22.4,24.3,25.4,29.6,33.4,36.3,39.2,37.1,35.8,36.5,38.5,42.4,43.7,41.9,41.2,31.4,31.5,35.1,37.3,37.6,39.8,43,44.6,47.7,49.8
28,        Agricultural machinery,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.2,0.2,0.3,0.2,0.3,0.3,0.4,0.3,0.4,0.4,0.2,0.1,0.1,0.1,0.2,0.3,0.4,0.4,0.3,0.4,0.6,0.4,0.2,0.6,0.7,0.5,1,1.5,1.6,1.7,1.8,1.7,1.6,1.4,1.6,1.4,1.4,1.8,1.9,1.6,1.6,1.8,2.2,2.5,2.7,3.3,3.4,3.3,3.4,4,3.9,4.8,6.4,6.8,8.5,8.8,9.5,10.7,12.7,11.6,12.6,9.5,8.5,9.1,7.3,6.8,6.6,9,11,12.5,10.6,9.4,10.8,12.3,12.7,12.8,15.2,15.8,11.4,12.7,13.7,15.9,17.4,19.7,21.6,20.6,21.2,24.7,25.5,23.8,26.5,35.2,41.9,47.6,36.9,29.6,32.1,37.8
29,        Construction machinery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.4,0.5,0.6,0.8,0.6,0.7,0.8,0.9,0.8,0.7,1,1.3,1,1.1,1.3,1.1,1.1,1.1,1.5,1.9,2.2,2.5,2.3,2.5,2.9,2.9,3,3.7,4.6,5.5,5.5,5.6,8.1,10.7,10.9,9.4,9.7,6.5,7.3,9.9,10.9,10.8,10.2,10.3,13.2,13.6,9,9,11.7,13.5,15.3,17.5,19,21.7,22.4,22.9,20.5,19.2,20.5,24.4,31.4,36.7,35.6,38.4,21.8,39.9,40.5,44.1,41.1,46,39.6,38.7,43.2,48.5
30,        Mining and oilfield machinery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.3,0.2,0.2,0.3,0.3,0.3,0.4,0.5,0.4,0.4,0.6,0.6,0.6,0.4,0.5,0.5,0.4,0.4,0.5,0.6,0.7,0.7,0.6,0.6,0.7,0.9,1.1,0.9,1.1,1.7,2.7,3,3.6,3.6,3.9,4.5,7.6,5.6,3.2,2.8,2.5,1.3,1.2,1.5,1.9,1.8,1.4,1.1,2.3,2.3,2.5,2.7,3.3,3.3,4.9,4.8,5.5,3.5,4.4,5.5,8,12.3,17.3,19,16.6,19.5,25.8,35.2,34,36.4,24.9,17.9,22.9,22.2
31,        Service industry machinery,0,0,0,0,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.5,1,1.4,0.9,1,0.9,1,1.1,1.1,1.2,1.4,1.5,1.3,1.3,1.3,1.3,1.4,1.4,1.5,1.8,2.1,2.1,2.3,2.6,2.7,2.8,2.9,3.1,3.3,3.1,3.7,4.2,5,5.9,6.5,7,7.3,7.6,9.1,9.9,10.2,11.2,11.7,12.9,11.7,11.2,11.1,11.9,13.1,14.2,14.8,14.8,16.8,18.3,19,19.9,19.5,20.4,21.8,24.2,25.2,26.5,25.4,23.9,26.7,28.7,30.5,29.5,32.4,33.9,35.3,38.9,40.9
32,"        Electrical equipment, n.e.c.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0.1,0.1,0,0,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.3,0.4,0.4,0.5,0.5,0.6,0.8,0.8,0.9,1,1.1,1.6,2.1,2.5,2.8,2.4,2.5,2.8,2.9,3.1,3.2,3.6,3.6,3.3,2.8,2.9,2.9,3,3.3,3.2,3.6,4.3,4.1,4.3,4.7,5,5.2,6.3,6,6,5.2,5.5,4.4,5,5.2,6.3,7.3,7.1,7.4,7.2,7.8,8.6
33,        Other nonresidential equipment,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,1,1.1,1.2,1.3,1.4,1.6,1.7,2,1.8,2,2.2,2.5,2.7,3.1,3.8,4.5,4.3,4.9,5.8,7,8.6,8.8,9.7,10.9,10.8,11.8,12.5,13.6,14.8,16,17.5,17.7,17.8,18.2,21.4,23.7,25.6,27.4,29.3,31.8,33.8,36.4,37.9,40.8,46.3,50.1,55.7,59.4,60.6,59.3,51.1,52.4,56.3,52.4,56.4,59.8,61,59.9,60.3,64.6
34,  Residential equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.9,1,1.1,1.3,1.5,1.7,1.9,1.9,2.1,2.4,2.7,3.2,3.4,3.6,3.7,4.2,4.7,5.1,5.5,5.8,6.1,6.1,6,5.7,5.9,6.1,6.2,6.3,6.3,6.3,6.7,7.3,7.7,7.8,8,8.3,9,9.6,10,9.9,9.6,8.8,9.2,9.8,10.5,11,11.3,11.7,12.1,12.5,12.9
35,Structures,2.1,2.5,2.7,2.6,3.1,3.3,3.4,3.1,3.7,3.7,3.6,3.8,3.8,3.2,3,3.7,3.5,3.1,4.6,5.8,5.2,6.9,8.8,9.6,10.3,11.1,10.7,10.2,9.5,6.9,4.5,2.3,1.8,2.3,2.8,3.7,4.8,4.4,5.4,6.2,7.3,4.5,3.3,3.8,5.1,14.5,19.6,25,23.9,30.5,30.4,30.9,33,35,40,41.8,41.1,39.8,46.2,45.8,46.2,49.9,53.3,58,62.4,63.1,63.7,71.9,80.1,81.3,98.2,116.8,130,126.4,124.6,147.8,184.3,224.8,257.2,256.8,285.3,277.3,304.7,358.9,389.9,404.5,420.1,431.3,440.5,437.8,395,413.6,454,497.9,521.9,576.8,618.4,685.3,736,792.4,831.4,827.9,906.8,1039.4,1190,1241.1,1174.3,1057.8,817.9,733.2,760.6,882.9,975.7,1109.8,1174.9,1211.4,1309,1385
36,  Nonresidential structures,1.3,1.6,1.8,1.6,1.6,1.8,2,1.8,2,2.3,2.2,2.4,2.3,1.8,1.5,2.1,2.3,2.3,2.8,4.2,2.9,3.3,4.1,4.3,4.5,5.3,5.3,5.2,5.5,4.5,2.7,1.4,1.1,1.3,1.5,1.9,2.7,2.2,2.3,2.6,3.1,2.2,1.7,2.3,3.3,6.6,7.5,9.3,9.1,9.9,11.9,12.2,13.6,13.8,15,18.2,18.9,17.4,18.1,19.5,19.7,20.8,21,23.6,27.9,30.4,30.7,32.6,36.8,39,41.3,46,53.5,58.8,59.8,63.1,71.4,89.5,112.5,130.6,160.5,170.1,147.8,173.2,194.8,175.2,176.1,181.2,190.6,204.1,179.6,164.8,173.3,180.2,204.1,225.1,249.1,273.2,281.5,314.7,326.2,278.3,278,298.6,343.4,413,493.7,551.4,436.7,365.8,391.5,461.4,476.7,561,552.9,525.1,565.8,611.2
37,    Commercial and health care,0.2,0.3,0.3,0.2,0.2,0.2,0.3,0.2,0.3,0.3,0.4,0.4,0.4,0.3,0.2,0.4,0.3,0.3,0.3,0.7,0.6,0.7,0.8,0.9,1,1.2,1.3,1.3,1.2,1,0.5,0.3,0.1,0.2,0.2,0.3,0.4,0.3,0.3,0.4,0.5,0.2,0,0.1,0.2,1.3,1.1,1.6,1.4,1.8,2,1.6,2.1,2.6,3.5,4.2,4.2,4.2,4.5,4.8,5.5,6.1,6,6.7,8.1,8.2,8.2,9.4,11.7,12.5,14.9,17.5,19.8,20.6,17.6,18,20.2,25.3,33.5,40.9,48.2,55.7,55.7,70.5,84,80.7,80.6,86.1,88,87.2,68.6,63.9,68.8,74.8,82.5,91,104.2,115.3,124.7,138.6,139.4,118.5,113.9,124.5,135.4,155.6,180.2,180.3,125.3,90.6,92.1,102.5,108.7,126.3,142.3,169.8,179.1,185.9
38,      Office 1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.5,0.4,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.1,0,0,0.1,0.5,0.4,0.6,0.5,0.6,0.7,0.5,0.8,1,1.4,1.7,1.6,1.6,1.7,1.8,2,2.2,2.2,2.4,2.9,3,3,3.4,4.1,4.3,5.2,5.4,6.2,6.5,5.4,5.3,6,7.7,11.2,15.7,20.5,26.8,24.7,31,38,34.8,32.4,34.1,34.5,32.8,26.1,21.9,22.8,24.3,28,30.7,37.7,46.1,51.4,59.9,59.5,40.1,34.6,37.4,42.6,52.1,61.1,63,42.1,27.3,26.7,30.9,34.1,44.2,54,67.9,66.6,72.2
39,      Health care,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0,0,0,0,0,0.1,0,0,0.1,0.1,0,0,0,0,0.1,0.2,0.2,0.3,0.4,0.5,0.5,0.4,0.5,0.5,0.5,0.7,0.8,0.8,0.8,1,1.3,1.3,1.6,1.7,1.8,1.7,2,2.7,3.2,3.7,4.1,4.3,4.5,4.4,4.7,4.8,5.2,5.9,7.3,9.1,12.5,13.4,13.9,13.9,13.3,13.8,15.7,15.9,16.9,15.4,15.4,16.7,16.6,15.9,16.8,19.6,20,20.7,21.9,22,25.2,27.3,29.6,32.1,36,40.1,43.3,39.7,33.3,32.5,35.4,33.4,32.5,34.3,35.5,36.7,37
40,        Hospitals and special care,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.5,0.6,0.6,0.6,0.8,1,1,1.3,1.4,1.4,1.3,1.6,2.2,2.6,3.1,3.5,3.6,3.7,3.8,4.1,4.1,4.3,4.6,5.4,6.6,9.2,10.4,10.2,9.3,9.1,9.9,11.6,11.8,13,12.2,12.8,13.9,13.7,12.5,13.1,15.1,15.4,15.2,16.2,16.7,19.7,20.4,21,23,28,31.1,32.9,31.3,27.3,26.4,28.2,25.5,24.4,26.5,26.6,27,27.4
41,          Hospitals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.5,0.5,0.6,0.8,0.8,1,1.1,1.1,1.1,1.3,1.8,2.1,2.5,2.8,2.9,3,3.1,3.3,3.3,3.4,3.7,4.4,5.3,7.4,8.4,8.2,7.5,7.4,8,9.4,9.5,10.5,9.8,10.3,11.2,11.2,9.9,9.4,11.2,10.7,10.7,11.5,12.7,15.7,17.1,18.2,20.5,24.7,27.6,28.8,27.8,24.2,23.1,23.9,21.6,19.9,21.8,22.2,22.6,23.4
42,          Special care,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.6,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.9,1,1.3,1.8,2,2,1.8,1.8,1.9,2.3,2.3,2.5,2.4,2.5,2.7,2.4,2.7,3.8,3.9,4.7,4.5,4.7,4,4,3.3,2.8,2.5,3.3,3.5,4.1,3.4,3.1,3.4,4.3,3.9,4.5,4.7,4.4,4.4,4
43,        Medical buildings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.8,0.6,0.6,0.7,0.9,1.3,1.9,2.5,3.3,3,3.8,4.6,4.2,3.9,4.1,4.1,3.9,3.2,2.6,2.7,2.9,3.3,3.6,4.5,4.6,5.5,5.7,5.2,5.5,6.8,8.6,9,8.1,9,10.4,8.5,5.9,6.1,7.2,7.9,8.1,7.9,8.8,9.8,9.6
44,      Multimerchandise shopping,0,0.1,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.1,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0.2,0.2,0.3,0.2,0.3,0.3,0.2,0.3,0.4,0.6,0.7,0.7,0.7,0.7,0.8,0.9,1,0.9,1,1.3,1.3,1.3,1.5,1.8,1.9,2.2,3,3.4,3.6,2.9,2.9,3.5,4.5,6,6.5,6.8,6,6.4,9.3,11.7,11.9,12.6,13.2,13.7,13.7,9.9,9.8,10.9,11.4,11.2,12.7,11.5,12.7,14.8,14.6,16.2,15.6,15.4,18.8,22.8,29.2,34.8,32,18.4,12.5,13.4,14.9,16.7,19.5,19.6,22.1,24.7,22.2
45,      Food and beverage establishments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.7,0.7,0.7,0.8,1,1,1.2,1.6,1.9,1.9,1.5,1.6,1.9,2.4,3.2,3.5,3.6,3.2,3.5,5,6.3,6.4,6.8,7.2,7.4,7.4,5.4,5.3,5.9,5.7,6.7,7.1,8.1,8.7,8,8.6,8.7,7.9,8.4,8.2,7.8,7.4,8,8,4.9,4.6,5.3,5.8,6.6,7.2,7.2,8.2,8.2,8.2
46,      Warehouses,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.6,0.6,0.6,0.7,0.8,0.8,1,1.3,1.5,1.6,1.3,1.3,1.6,2,2.7,3,3,2.7,2.9,4.2,5.3,5.4,5.7,6,6.2,6.2,4.5,4.4,4.9,5.9,8.7,10.9,11.9,12.2,13.3,14.5,15.5,11.9,12.3,12.1,12.8,14.5,16.9,16.7,9.7,5.7,6.5,7,8.8,13.7,16.6,22.6,29.6,33.8
47,      Other commercial 2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.5,0.6,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.9,1,1,1.1,1.3,1.4,1.6,2.1,2.5,2.6,2.1,2.1,2.5,3.4,4.5,4.9,5.2,4.6,4.9,7,8.8,8.9,9.4,9.9,10.3,10.2,7.4,7.1,7.8,11,11.9,12.8,15.4,15.6,16.5,19.1,17.5,17.8,15.9,18.4,17.4,16.3,19.3,17.3,10.4,7.3,7.7,8.4,9.1,9.2,10.5,13.6,13.2,12.7
48,    Manufacturing,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.3,0.2,0.2,0.3,0.3,0.3,0.5,1.1,0.6,0.5,0.7,0.6,0.5,0.7,0.7,0.8,0.9,0.5,0.2,0.1,0.2,0.2,0.2,0.3,0.5,0.2,0.3,0.4,0.8,0.3,0.2,0.2,0.6,1.7,1.7,1.4,1,1.1,2.1,2.3,2.2,2,2.3,3.2,3.5,2.4,2.1,2.8,2.8,2.8,2.9,3.5,5.1,6.5,5.9,6,6.8,7,6.2,5.9,7.9,10,10.5,10.1,11,16.1,22,20.5,25.4,26,19.4,20.8,24.1,20.9,21.1,23.1,28.7,33.5,31.3,28.7,23.3,28.7,35.2,37.9,37.6,40.2,34.8,37.3,37.5,22.4,21,22.9,28.2,32,39.6,52.3,56.2,39.7,39.1,46.3,49.4,57.7,78.8,75.2,65.2,64.1
49,    Power and communication,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.3,0.3,0.4,0.2,0.2,0.2,0.3,0.3,0.2,0.3,0.5,0.4,0.5,0.8,0.9,0.8,0.9,0.9,0.8,1,1,0.7,0.3,0.2,0.2,0.2,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.4,0.5,0.6,1,1.8,2.4,2.7,2.8,3,3.1,3.6,3.3,3.3,4.1,4.5,4.4,4.3,4.3,4,4,4.1,4.5,5.1,5.5,6.5,7.6,7.9,9.1,9.7,10.9,12.5,12.9,14.4,15.6,16.5,17.8,19.8,22.1,23.4,22.5,19.5,22.8,27.5,27.6,27.9,24.2,25.2,28.2,28,27.1,30.4,25.9,31.4,31.4,29.6,34.2,40.1,46.9,49.8,48.2,46,41.7,48,55.8,81.3,94.6,92.8,82.6,81.6,99.7,98,115.8,112.5,113.7,115.1,118.2
50,      Power,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.3,0.4,0.6,0.7,0.6,0.6,0.7,0.6,0.6,0.7,0.5,0.2,0.1,0.2,0.2,0.3,0.4,0.4,0.4,0.5,0.4,0.4,0.3,0.4,0.4,0.7,1.3,1.7,2.1,2.3,2.5,2.5,3,2.7,2.5,3,3.4,3.5,3.3,3.2,3.1,3,3,3.2,3.6,3.9,4.9,5.9,5.7,6.1,6.7,7.7,8.5,8.7,10.6,11.7,12,12.2,13,14.4,15.3,14.1,12,14.8,19.2,18.6,18.8,14.7,15.6,18.4,19.1,18.1,20.8,15.8,20.3,19.6,17.2,21.7,21.7,28.1,30.2,29.8,31.5,26.3,29.2,33.6,53.9,68.3,73,64.9,64.1,83.7,80.3,98.7,91,91.7,90.4,93.8
51,        Electric,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.2,0.4,0.5,0.4,0.4,0.4,0.3,0.3,0.4,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.2,0.3,0.1,0.2,0.2,0.4,0.8,1,1.3,1.2,1.3,1.5,1.8,1.7,1.5,1.8,2.2,2.3,2,2,1.8,1.8,1.8,1.9,2.2,2.2,3.1,3.5,3.8,4.2,4.7,5.5,6.3,6,7.1,7.2,9,9.4,9.5,10.2,10.5,10,9,11.8,15.5,15.1,15.2,10.6,10.8,13.2,12.8,10.4,14.2,10.1,13.1,13.9,12.2,13.1,15.3,22.2,24.2,22.5,24.1,19.6,22.7,26.2,41.2,51.8,57.4,47.8,50.1,66.3,53.5,70.5,66.6,71.3,69.7,70.5
52,        Other power,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.2,0.2,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.6,0.7,0.8,1.1,1.2,1,1.2,1,1,1.2,1.3,1.2,1.4,1.3,1.3,1.2,1.2,1.3,1.4,1.7,1.8,2.3,2,1.9,2,2.1,2.3,2.7,3.5,4.5,3,2.8,3.4,4.2,4.8,4.1,2.9,3,3.7,3.5,3.6,4,4.7,5.2,6.3,7.8,6.6,5.7,7.2,5.7,5,8.6,6.4,5.9,6,7.3,7.4,6.7,6.5,7.4,12.7,16.4,15.7,17.1,14,17.4,26.9,28.2,24.4,20.4,20.7,23.3
