"Table 2.7. Investment in Private Fixed Assets, Equipment, Structures, and Intellectual Property Products by Type",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,        Own account,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.4,0.5,0.6,0.9,1,1,1.3,1.4,1.4,1.6,1.7,2,2.5,2.8,2.9,3.3,4.3,5,5.6,7.2,8,9.7,11.2,11.7,13.6,14.3,17.2,17.9,18.8,17.6,20.2,19.2,18.6,17.4,21.1,20.7,32.3,36.4,35.9,32.5,33.7,36.7,37.7,39.3,43.6,45.8,46.5,45.8,47.7,50.3,52.7,54.8,57.8,61.4,64.3,66.7
82,"      Research and development 8,9",0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.6,0.6,0.5,0.5,0.5,0.8,1.1,1.1,1,1.2,1.4,1.9,2.4,2.5,2.7,3.6,3.7,4,4.4,4.8,5.1,5.6,6,6.4,7.2,8,8.9,9.9,10.9,11.4,11.8,12.8,14.5,16.3,17.4,19.5,21.6,24.8,28.9,34,39.4,44.5,49.3,56.6,62.7,66.1,69.2,76.4,84.1,91.5,101,105.4,106.3,109.2,121.2,134.5,148.1,160.6,177.5,199,202.7,196.1,201,207.4,224.7,245.6,268,284.2,274.6,282.4,303.4,313.4,337.9,359.5,378.9,405.2,422,461.7
83,        Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.5,0.6,0.4,0.5,0.5,0.8,1,1.1,0.9,1.1,1.3,1.8,2.3,2.4,2.6,3.4,3.6,3.8,4.2,4.6,4.9,5.3,5.6,6.1,6.7,7.6,8.4,9.3,10.3,10.8,11.2,12.1,13.7,15.4,16.3,18.2,20.2,23.1,26.9,31.8,36.9,41.7,46.4,53.4,59.2,62.1,64.7,71.1,78.5,85.6,94.7,98.8,99.5,102.3,114,126.7,139.9,151.5,168,189.2,192.7,185.4,189.3,195.4,212.3,232.7,254.5,268.6,257.3,263.7,283.6,291.9,315.2,337.1,355.5,379.2,395.8,434.1
84,          Manufacturing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.5,0.6,0.4,0.4,0.4,0.7,0.9,1,0.9,1.1,1.2,1.7,2.2,2.3,2.4,3.3,3.5,3.8,4.1,4.6,4.8,5.2,5.6,6,6.7,7.5,8.3,9.2,10.2,10.6,10.9,11.8,13.5,15.1,15.9,17.6,19.3,21.7,25,29.2,33.4,37.3,40.9,46.5,50.9,52.6,54.6,57.7,61.9,64.6,68.2,70.9,69.4,74.3,85,96.2,105.2,112.7,119.3,132.5,138.1,129.2,132.3,140.4,151.5,165.6,182,188,180.2,184.2,191.6,200.6,215.3,227.8,233.4,247.2,254.9,271.3
85,            Pharmaceutical and medicine manufacturing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.6,0.6,0.7,0.8,1,1.1,1.2,1.4,1.6,1.9,2.2,2.6,3.1,3.5,3.7,3.9,5.1,6,6.8,7.7,9,10.1,11.3,12.2,14.5,16.5,18.7,21.9,24.5,28.3,29.6,32.3,33.3,37,40.1,44.8,55.6,58,52.6,57.3,53.7,56.2,60.2,63.7,66.4,69.6,72.2,75.1
86,"            Chemical manufacturing, excluding pharmaceutical and medicine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.6,0.6,0.7,0.7,0.8,0.9,0.9,1,1.1,1.1,1.2,1.3,1.3,1.4,1.4,1.5,1.7,1.9,2,2.2,2.3,2.5,2.8,3.2,3.6,3.8,4.1,4.4,4.6,4.6,4.7,5.2,5.5,6.2,6.5,6.4,6.6,6.2,6.3,7,6.5,8,8.1,8.3,8.1,6.8,7.5,7.6,8.1,8.4,9.1,11.3,9.9,10.4,10.7,10.1,10.5,11.4,11.6,10.3,10.3,9.9
87,            Semiconductor and other electronic component manufacturing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.8,1.2,1.3,1.4,1.9,2.5,3,3.5,4.5,4.7,4.7,4.9,5.1,5.5,5.5,6.2,7.4,8.9,10.9,11.9,12.7,14.2,16.5,14.9,15.5,17.6,18.8,18.8,19.1,22.7,21.4,23.4,26.2,29.6,33.1,34.4,33.2,34.4,33.7,36.9
88,            Other computer and electronic product manufacturing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.4,1.5,1.7,2,2.2,2.4,2.5,2.9,3.2,3.3,3.6,3.9,4.3,4.9,5.6,6.2,6.8,7.3,8.1,8.6,8.7,8.9,9.2,9.3,9.7,9.9,10.6,10.7,12,14.1,17,20.7,22.7,23.2,30.4,35.1,25,23,23.2,24.2,29.7,31.4,34.4,31.4,31.8,33.7,33.1,32.6,37.9,38.8,43.1,45.2,50.1
89,"            Motor vehicles, bodies and trailers, and parts manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.8,0.8,0.9,0.9,1,1.1,1.1,1.2,1.4,1.4,1.6,1.9,2.3,2.4,2.3,2.7,3.2,3.8,4.2,4.7,4.7,4.8,5.3,5.9,6.7,7.8,7.8,8.4,9.3,9.1,9.6,9.9,11.3,12.6,14.3,15.5,15,14.9,16.4,16.4,15.7,15.6,16.3,16.6,17,17.4,16.9,13.8,12.1,12,13.9,16.4,17.6,19.2,19.7,22.7,24.8,26.3
90,            Aerospace products and parts manufacturing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.7,0.8,1.2,1.3,1.4,1.3,1.1,1,1.2,1.3,1.4,1.6,1.8,2.1,2.6,3.2,3.8,4.4,5.1,6,6.9,7.4,7.6,7.5,7.2,6.9,6.8,7.4,6.9,6.5,6.5,7,7.2,7.2,7.5,7.1,7.5,8.4,8.4,10.1,11.8,12.6,14.1,13.9,14.6,11,9.3,8.8,12,12.1,13.3,15.7,14.6,15.6
91,            Other manufacturing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.2,0.2,0.2,0.4,0.5,0.5,0.4,0.5,0.6,0.8,1.1,1.2,1.2,1.5,1.5,1.5,1.6,1.8,1.8,1.9,2,2.2,2.3,2.6,2.8,3.1,3.4,3.6,3.7,4,4.4,5.1,5.6,6,6.5,7.1,8.1,9.4,11.7,13.5,14.3,16,17.3,16.7,15.9,16.8,18.9,20.1,21.1,20.9,17.2,18.6,21.9,24.3,26.3,26.1,27,27.8,25.5,26.1,28.2,28.3,31.6,33.8,35.8,33.9,38.3,38.3,44.2,46.2,49.3,49.1,50.3,51.5,54.1,57.5
92,          Nonmanufacturing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.6,0.9,1.3,1.9,2.6,3.4,4.4,5.4,6.9,8.4,9.5,10.2,13.3,16.6,21.1,26.6,27.9,30.1,28,29,30.6,34.7,38.7,48.7,56.7,54.6,56.2,57.1,55,60.8,67.1,72.5,80.6,77,79.5,91.9,91.3,99.9,109.3,122.2,132,140.9,162.8
93,            Scientific research and development services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.8,1.4,2.1,2.3,2.2,2.4,2.6,3.4,4.2,5.2,6.1,7.7,8.4,4.9,4.5,5.5,6,6.4,7.5,9.6,9.6,8.4,9.2,9.1,7.5,7.1,9.1,8,9.7,11.2
94,            All other nonmanufacturing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.6,0.9,1.3,1.9,2.6,3.4,4.4,5.4,6.9,8.4,9.5,9.7,12.8,15.8,19.7,24.5,25.7,27.8,25.6,26.4,27.2,30.5,33.5,42.6,49,46.2,51.3,52.6,49.5,54.8,60.7,65,71,67.4,71.1,82.8,82.2,92.4,102.2,113.1,124,131.2,151.5
95,        Nonprofit institutions serving households (NPISHs),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.8,0.9,1.1,1.2,1.4,1.7,2,2.2,2.5,2.8,2.9,3.1,3.4,4,4.5,5.3,5.6,5.8,6.3,6.6,6.8,6.9,7.2,7.8,8.2,9.1,9.5,9.8,10,10.7,11.7,12,12.4,12.9,13.5,15.6,17.3,18.8,19.8,21.6,22.7,22.5,23.3,26,26.2,27.6
96,          Universities and colleges 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.7,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,1,1.1,1.3,1.4,1.5,1.7,1.9,2.1,2.2,2.5,2.7,3,3.3,4,4.3,4.9,5.4,5.5,6
97,          Other nonprofit institutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.8,1,1.1,1.3,1.5,1.8,2,2.3,2.5,2.7,2.8,3.1,3.6,4.1,4.8,5.1,5.2,5.6,5.9,6.1,6.2,6.5,6.9,7.3,8.2,8.5,8.8,8.9,9.5,10.3,10.5,10.7,11,11.4,13.4,14.9,16.1,16.9,18.3,18.7,18.1,18.4,20.6,20.7,21.6
98,"    Entertainment, literary, and artistic originals",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.3,0.3,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.7,0.7,0.9,1,1,0.9,1.1,1.1,1,1.1,1.3,1.4,1.6,1.7,1.9,2,2.2,2.1,2.7,2.6,2.8,2.8,3.2,3.7,3.8,4.3,4.4,4.1,4.4,4.9,4.9,5.2,5.5,7.4,8.6,9.1,10.9,10.3,13.2,13.9,15.3,17.8,18.6,21.4,21.9,23,25.4,27.5,29.4,31.2,33.4,36.1,40.2,44.3,46.1,48.3,51,55.6,54.7,57.6,62.7,64.1,69.8,71.2,70.4,66.3,63.8,69.4,69.1,70.2,71.1,73.4,77.3,81,84.3,89.4
99,      Theatrical movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.6,0.7,0.6,0.6,0.7,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.7,0.5,0.8,0.7,0.8,0.8,1,0.9,1,1.4,1.1,0.8,0.9,1,0.8,0.8,0.8,1.7,1.6,1.4,2.3,2,2.9,3,3.4,4,3.8,4.8,4.9,5.1,6.2,6.1,7.3,6.7,8.3,8.6,10.5,13.1,12.6,13.5,12.8,16.1,15.4,15.9,17.7,18,18.9,20.1,20,17.3,15.3,18.1,17.2,15.6,15.8,16,16.6,17.1,17.7,18.5
100,      Long-lived television programs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.7,0.8,0.8,0.9,0.9,1,1,1.2,1.5,1.4,1.4,1.5,1.5,1.5,1.8,1.8,2.1,2.1,2.9,3.4,3.8,4.5,4,5.5,6,7,8,8.8,9.8,9.3,9.8,10.4,11.6,11.6,13.2,12.8,13.8,15.6,17.5,18.2,19.1,20.4,21.1,21.1,23.5,25.9,26.1,30.5,31.1,30.4,28.9,29.2,31.8,33.6,36.6,37.8,39.4,42.1,44.6,46.6,49.7
101,      Books,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.7,0.7,0.7,0.8,0.8,0.8,0.9,1,1.1,1.2,1.4,1.6,1.6,1.8,2,2.2,2.3,2.6,2.8,3,3.3,3.6,4,4.2,4.4,4.7,5,5.3,5.5,5.5,6.1,6.5,6.9,7.2,7.3,7.6,7.8,8.2,8.7,8.6,9.1,9.1,8.6,9.8,9.5,9.2,9.1,9.2,9.4,9.4,9.4,9.4
102,      Music,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.3,0.3,0.5,0.6,0.6,0.8,0.8,0.8,0.9,1,1,1.1,1.2,1.6,1.7,1.8,1.8,2,1.7,1.6,2.1,2,2.4,3,3,3.3,3.9,4.2,4.6,5,6.1,6.1,5.7,6.5,6.5,8.1,8.2,7.9,7.7,8.2,8.7,8.4,8.1,7.8,7.7,7.4,7,6,5.7,5.4,5.7,6.1,6.6,7.3,8
103,      Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.7,0.8,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.5,1.7,1.8,1.9,2.2,2.3,2.5,2.6,2.7,2.7,2.8,3,3,3,3.1,3.2,3.3,3.3,3.2,3.4,3.2,2.7,2.9,3,3,3.1,3.1,3.2,3.4,3.7
Legend / Footnotes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1. Consists of office buildings, except those constructed at manufacturing sites and those constructed by power utilities for their own use.  Includes all financial buildings.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2. Includes buildings and structures used by the retail, wholesale and selected service industries.  Consists of auto dealerships, garages, service stations, drug stores, restaurants, mobile structures, and other structures used for commercial purposes.  Bus or truck garages are included in transportation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Consists primarily of railroads.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4. Includes water supply, sewage and waste disposal, public safety, highway and street, and conservation and development.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5. Consists of brokers' commissions on the sale of residential structures and underlying land, title insurance, state and local documentary stamp taxes, attorney fees, title abstract and escrow fees, and fees for surveys and engineering services. Ownership transfer costs include both acquisition costs, such as brokers' commissions paid by buyers, and disposal costs, such as brokers' commissions paid by sellers. The depreciation of acquision costs begins at the time of ownership transfer. The depreciation of disposal costs begins at the time of the initial purchase and before the eventual sale (disposal) of the dwelling by the purchaser. Because the depreciation of expected disposal costs begins before the eventual sale of the dwelling by the purchaser, the current-cost net stock of disposal costs and total ownership transfer costs may be negative in some years. The average ages of ownership transfer costs are not shown in the tables but are included in the estimates of average ages of relevant aggregates, suc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. Consists primarily of dormitories and of fraternity and sorority houses.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7. Excludes software ""embedded"" or bundled in computers and other equipment.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8. Research and development (R&amp;D) asset types are defined by the type of funder.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9. R&amp;D net stock excludes software development, which is included in software net stock on line 78.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10. Includes private universities and colleges.  Public universities and colleges are included in state and local government fixed assets.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n.e.c. Not elsewhere classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
